学科,书本,标题,题干,是否有图片,图片路径,掌握程度,标签,答案,历次反馈,预留空间,首次做题时间
数学,基础30讲,基础30讲-例4-18,设$f(x)=x^2\ln(1-x)$，则当$n\ge3$时，$f^{(n)}(0) = (\quad)$。(A) $-\frac{n!}{n-2}$ (B) $\frac{n!}{n-2}$ (C) $-\frac{(n-2)!}{n}$ (D) $\frac{(n-2)!}{n}$,n,基础30讲-例4-18,*,错题,"应选(A).
利用泰勒公式展开，有
\begin{align*}
f(x)&=x^2 \ln(1 - x)=x^2 \cdot \sum_{m = 1}^{\infty} (-1)^{m - 1} \cdot \frac{(-1)^{m}x^{m}}{m}=-\sum_{m = 1}^{\infty} \frac{x^{m + 2}}{m}=-\sum_{m = 0}^{\infty} \frac{x^{m + 3}}{m + 1}
\end{align*}
由于$f(x)=\sum_{n = 0}^{\infty} \frac{f^{(n)}(0)}{n!}x^{n}$，根据函数展开式的唯一性，比较系数，有$n = m + 3$，所以
\[
\frac{f^{(n)}(0)}{n!}=-\frac{1}{m + 1}
\]
即$f^{(n)}(0)=-\frac{n!}{n - 2}$.",2026-06-13:对、其他方法、泰勒展开与莱布尼茨公式,11cm,2026-04-13
数学,基础30讲,基础30讲-习4-7,"已知$g(x)$在$x=0$处二阶可导，且$g(0)=g'(0)=0$，设$f(x)=\begin{cases} \frac{g(x)}{x}, & x \neq 0, \\ 0, & x=0, \end{cases}$证明：$f(x)$的导函数在$x=0$处连续",n,基础30讲-习4-7,*,错题,"根据导数定义，有
\begin{align*}
f'(0)&=\lim_{x\to0}\frac{\frac{g(x)}{x}-0}{x - 0}=\lim_{x\to0}\frac{g(x)}{x^2}=\lim_{x\to0}\frac{g'(x)}{2x}=\frac{1}{2}\lim_{x\to0}\frac{g'(x)-g'(0)}{x - 0}=\frac{1}{2}g''(0)
\end{align*}
当$x\neq0$时，$f'(x)=\frac{xg'(x)-g(x)}{x^2}$，则
\begin{align*}
\lim_{x\to0}f'(x)&=\lim_{x\to0}\frac{xg'(x)-g(x)}{x^2}=\lim_{x\to0}\frac{g'(x)}{x}-\lim_{x\to0}\frac{g(x)}{x^2}\\
&=g''(0)-\frac{1}{2}g''(0)=\frac{1}{2}g''(0)=f'(0)
\end{align*}
所以$f(x)$的导函数在$x = 0$处连续。",2026-06-20:错、一点处可导不代表领域也可导所以不能用洛必达,11cm,2026-04-13
数学,基础30讲,基础30讲-例5-1,设函数$f(x)$可导，且$f(x)f'(x)>0$，则（  ）。(A)$f(1)>f(-1)$ (B)$f(1)<f(-1)$ (C)$|f(1)|>|f(-1)|$ (D)$|f(1)|<|f(-1)|$,n,基础30讲-例5-1,*,错题、不规范,"由$f(x)f'(x)>0$知$\left[\frac{1}{2} f^{2}(x)\right]' = f(x)f'(x)>0$,则$\frac{1}{2} f^{2}(x)$单调增加，从而$f^{2}(x)$单调增加，由此可知$f^{2}(1)>f^{2}(-1)$，两端开方得$|f(1)|>|f(-1)|$. 故排除 (D)，选 (C).
取$f(x)=-\mathrm{e}^{x}$，$f(x)f'(x)>0$，有$f(1)<f(-1)$；取$f(x)=\mathrm{e}^{x}$，$f(x)f'(x)>0$，有$f(1)>f(-1)$. 故排除 (A)，(B).",2026-06-02:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例5-2,设函数$f(x)$二阶可导，且在$x=x_0$处取极大值，则有（  ）。(A)$f''(x_0)<0$ (B)$f''(x_0)\le0$ (C)$f''(x_0)>0$ (D)$f''(x_0)\ge0$,n,基础30讲-例5-2,*,错题,因$f(x)$二阶可导，且$f(x)$在$x = x_0$处取得极值，故$f'(x_0) = 0$. 根据判别极值的第二充分条件，当$f''(x_0) > 0$时，$f(x)$在$x_0$处取得极小值，与已知矛盾. 取$f(x)=-x^4$，可知$f(x)$在$x = 0$处取极大值，此时$f''(0) = 0$，因此$f''(x_0)$可取$0$，故$f''(x_0) \leq 0$. 故选 (B).,2026-06-17:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例5-3,设函数$y=y(x)$由方程$y^3+xy^2+x^2y+6=0$确定，求$y(x)$的极值。,n,基础30讲-例5-3,*,错题,"在方程$y^{3}+xy^{2}+x^{2}y + 6 = 0$两边关于$x$求导，得
\[3y^{2}y'+y^{2}+2xyy'+2xy + x^{2}y' = 0\] (*)
令$y' = 0$，得$y^{2}+2xy = 0$，即$y = 0$或$y = -2x$。显然$y = 0$时不满足已知方程，故$y = -2x$，将其代入原方程，得$-6x^{3}+6 = 0$，解得$x = 1$，$y(1)=-2$。
在 (*) 式两边关于$x$求导，得$(3y^{2}+2xy + x^{2})y''+2(3y + x)(y')^{2}+4(y + x)y'+2y = 0$，代入$x = 1$，$y(1)=-2$，$y'(1)=0$，解得$y''(1)=\frac{4}{9}>0$。根据判断极值的第二充分条件可知，$x = 1$为$y(x)$的极小值点，极小值为$y(1)=-2$。","2026-06-02:对,2026-06-11:对",11cm,2026-04-13
数学,基础30讲,基础30讲-例5-9,求曲线$y=\frac{1}{x}+\ln(1+e^x)$的渐近线,y,基础30讲-例5-9,*,错题,"因为
\[
\lim_{x \to 0} \left[\frac{1}{x}+\ln(1+e^{x})\right] = \infty
\]
所以直线$x = 0$是曲线$y=\frac{1}{x}+\ln(1+e^{x})$的一条铅直渐近线。
因为
\[
\lim_{x \to -\infty} \left[\frac{1}{x}+\ln(1+e^{x})\right] = 0
\]
所以直线$y = 0$是曲线$y=\frac{1}{x}+\ln(1+e^{x})$在$x \to -\infty$时的一条水平渐近线。
因为
\[
\lim_{x \to +\infty} \frac{\frac{1}{x}+\ln(1+e^{x})}{x} = \lim_{x \to +\infty} \left[\frac{1}{x^{2}}+\frac{x+\ln(1+e^{-x})}{x}\right] = 1
\]
且
\[
\lim_{x \to +\infty} \left[\frac{1}{x}+\ln(1+e^{x}) - x\right] = \lim_{x \to +\infty} \left[\frac{1}{x}+\ln(1+e^{-x})\right] = 0
\]
所以直线$y = x$是曲线$y=\frac{1}{x}+\ln(1+e^{x})$在$x \to +\infty$时的一条斜渐近线。",2026-05-21:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例5-14,画出$r = \sin^2\theta\ (0 \le \theta \le \pi)$在直角坐标系和极坐标系下的图像。,y,基础30讲-例5-14,*,错题,"\[
r = \sin^2\theta = \frac{1 - \cos 2\theta}{2}(0\leqslant\theta\leqslant\pi)
\]
在直角坐标系的观点下，视$\theta$为$x$，$r$为$y$，即可画出图像。
用描点法，可画出其在极坐标下的图像。",2026-05-19:对,11cm,2026-04-13
数学,基础30讲,基础30讲-习5-1,设函数$f(x)$，$g(x)$具有二阶导数，且$g''(x)<0$。若$g(x_0)=a$是$g(x)$的极值，则$f[g(x)]$在$x_0$取极大值的一个充分条件是（ ）。(A)$f'(a)<0$；(B)$f'(a)>0$；(C)$f''(a)<0$；(D)$f''(a)>0$,n,基础30讲-习5-1,*,错题,"由于$g(x_0)$是$g(x)$的极值，故由题设知$g'(x_0)=0$。记$y = f[g(x)]$，则
$\left.\frac{\mathrm{d}y}{\mathrm{d}x}\right|_{x = x_0}=f'(a)g'(x_0)=0$，从而$x = x_0$是函数$y = f[g(x)]$的驻点。由于
\[
\frac{\mathrm{d}^2y}{\mathrm{d}x^2}=\{f'[g(x)]g'(x)\}' = f''[g(x)][g'(x)]^2 + f'[g(x)]g''(x)
\]
则
\[
\left.\frac{\mathrm{d}^2y}{\mathrm{d}x^2}\right|_{x = x_0}=f'(a)g''(x_0)
\]
由题设知$g''(x_0)<0$，所以，若$f'(a)>0$，则可得到$\left.\frac{\mathrm{d}^2y}{\mathrm{d}x^2}\right|_{x = x_0}<0$，这正是函数$y = f[g(x)]$在驻点$x = x_0$处取得极大值的充分条件，从而可知选项 (B) 正确。
若$f'(a)<0$，则可推出函数$f[g(x)]$在$x_0$处取得极小值，故选项 (A) 不正确。
$f[g(x)]$在$x_0$处取得极大值，与$f''(a)$的取值无关，即当$f''(a)>0$和$f''(a)<0$时都可能使$f[g(x)]$在$x_0$处取得极大值。
例如，取$g(x)=-x^2$，$f(x)=\mathrm{e}^x$，$x_0 = 0$，则$g'(x)=-2x$，$g''(x)=-2<0$，$g(0)=0$是$g(x)$的极大值，$f[g(x)]=\mathrm{e}^{-x^2}$在$x = 0$处取极大值，但$f''(0)=\mathrm{e}^0 = 1>0$，故选项 (C) 不是充分条件。
又例如，取$g(x)=-x^2$，$f(x)=\ln(1 + x)$，$x_0 = 0$，则$f[g(x)]=\ln(1 - x^2)$在$x = 0$处显然取得极大值，但此时$f''(0)=-\left.\frac{1}{(1 + x)^2}\right|_{x = x_0}=-1<0$，故选项 (D) 不是充分条件。",2026-06-06:对,11cm,2026-04-13
数学,基础30讲,基础30讲-习5-2,"设$f(x)$在$[a,b]$上可导，且在点$x=a$处取最小值，在点$x=b$处取最大值，则（ ）。(A)$f'_+(a)\leq 0$，$f'_-(b)\leq 0$；(B)$f'_+(a)\leq 0$，$f'_-(b)\geq 0$；(C)$f'_+(a)\geq 0$，$f'_-(b)\leq 0$；(D)$f'_+(a)\geq 0$，$f'_-(b)\geq 0$",n,基础30讲-习5-2,*,错题,"因为$f(a)$是最小值，所以$f(x)\geq f(a), x\in(a,b]$，又$f_{+}'(a)$存在，故
\[
f_{+}'(a)=\lim_{x\to a^{+}}\frac{f(x)-f(a)}{x - a}\geq 0
\]
因为$f(b)$是最大值，所以$f(x)\leq f(b), x\in[a,b)$，又$f_{-}'(b)$存在，故
\[
f_{-}'(b)=\lim_{x\to b^{-}}\frac{f(x)-f(b)}{x - b}\geq 0
\]",2026-06-02:对,11cm,2026-04-13
数学,基础30讲,基础30讲-习5-5,曲线$y=(x-5)x^{\frac{2}{3}}$的拐点坐标为\underline{\quad\quad\quad},n,基础30讲-习5-5,*,错题,"\begin{align*}
y&=x^{\frac{5}{3}}-5x^{\frac{2}{3}}\\
y'&=\frac{5}{3}x^{\frac{2}{3}}-\frac{10}{3}x^{-\frac{1}{3}}\\
y''&=\frac{10}{9}x^{-\frac{1}{3}}+\frac{10}{9}x^{-\frac{4}{3}}=\frac{10(x + 1)}{9\sqrt[3]{x^{4}}}
\end{align*}
令$y'' = 0$，得$x = -1$，又$x\to0$时，$y''\to+\infty$。由于在$x = -1$的左、右邻域内$y''$变号，在$x = 0$的左、右邻域内$y''$不变号，故拐点为$(-1, -6)$。",2026-05-26:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-1,"设函数$f(x)$在$[0,1]$上连续，且$f(1)=0$，$f\left(\frac{1}{2}\right)=1$，证明：存在$\eta\in\left(\frac{1}{2},1\right)$，使得$f(\eta)=\eta$",n,基础30讲-例6-1,*,错题,"令$F(x)=f(x)-x$，则函数$F(x)=f(x)-x$在$[\frac{1}{2},1]$上连续，且有
\[
F(\frac{1}{2})=f(\frac{1}{2})-\frac{1}{2}=\frac{1}{2}>0,F(1)=f(1)-1=-1<0
\]
由于$F(\frac{1}{2})\cdot F(1)<0$，根据零点定理可知，存在$\eta\in(\frac{1}{2},1)$，使得$F(\eta)=0$，即$f(\eta)=\eta$。",2026-06-08:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-2,"设函数$f(x)$在区间$[0,1]$上连续，且$f(1)>0$，$\lim_{x \to 0^+} \frac{f(x)}{x} < 0$。证明：方程$f(x)=0$在区间$(0,1)$内至少存在一个实根。",n,基础30讲-例6-2,*,错题、不规范,"由$\lim_{x \to 0^{+}} \frac{f(x)}{x} < 0$与极限的保号性可知，存在$a \in (0,1)$，使得$\frac{f(a)}{a} < 0$，即$f(a) < 0$。
又$f(1)>0$，所以存在$b \in (a,1) \subset (0,1)$，使得$f(b)=0$，即方程$f(x)=0$在区间$(0,1)$内至少存在一个实根。",2026-06-18:半对、不规范,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-5,"设$f(x)$在$[a,b]$上连续，在$(a,b)$内可导，$f(a)=0$，$a>0$，证明：存在$\xi\in(a,b)$，使得$f(\xi)=\frac{b-\xi}{a}f'(\xi)$",n,基础30讲-例6-5,*,错题,"令$F(x)=f(x)(b - x)^a$，显然$F(a)=F(b)=0$，由罗尔定理知，存在$\xi\in(a,b)$，使得$F'(\xi)=0$，即$f'(\xi)(b - \xi)^a - af(\xi)(b - \xi)^{a - 1}=0$，已知$a>0$，故$f(\xi)=\frac{b - \xi}{a}f'(\xi)$。",2026-06-05:半对、疏忽,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-6,"设函数$f(x)$在$[0,1]$上连续，在$(0,1)$内二阶可导，过点$A(0,f(0))$与点$B(1,f(1))$的直线与曲线$y=f(x)$相交于点$C(c,f(c))$，其中$0<c<1$，证明：存在$\xi\in(0,1)$，使得$f''(\xi)=0$",y,基础30讲-例6-6,*,错题,"根据题意，过点$A$与点$B$的直线方程为$y_1 = [f(1) - f(0)]x + f(0)$。
令$F(x) = f(x) - y_1 = f(x) - [f(1) - f(0)]x - f(0)$，又$f(c) = [f(1) - f(0)]\cdot c + f(0)$，且$F(0) = 0$，$F(1) = 0$，$F(c) = f(c) - [f(1) - f(0)]\cdot c - f(0) = 0$，则$F(x)$在$[0,c]$与$[c,1]$上均满足罗尔定理的条件，于是可得$F'(\xi_1) = F'(\xi_2) = 0$，$\xi_1 \in (0,c)$，$\xi_2 \in (c,1)$。
再由罗尔定理可得$F''(\xi) = f''(\xi) = 0$，$\xi \in (\xi_1,\xi_2) \subset (0,1)$，命题得证。",2026-05-31:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-8,"若$f(x)$在$(a,b)$内可导且$f'(x)$有界，证明：$f(x)$在$(a,b)$内有界。",n,基础30讲-例6-8,*,错题,"因为$f(x)$在$(a,b)$内可导，所以$f(x)$在$(a,b)$内连续，因此对任意$x_0 \in (a,b)$，$f(x_0)$存在，对任意$x \in (a,b)$，不妨设$x < x_0$，对$f(x)$在$[x,x_0]$上应用拉格朗日中值定理，有
\[
f(x)-f(x_0)=f'(\xi)(x - x_0), \xi \in (x,x_0)
\]
则$|f(x)|\leq|f(x_0)|+|f'(\xi)||x - x_0|$，由于$f'(x)$有界，故存在$k > 0$，使得对任意$x \in (a,b)$，有$|f'(x)|\leq k$，则$|f'(\xi)|\leq k$，故
\[
|f(x)|\leq|f(x_0)|+k|x - x_0|\leq|f(x_0)|+k(b - a)\overset{\text{记}}{=}M
\]
即$f(x)$在$(a,b)$内有界。",2026-06-16:错、没思路,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-10,设函数$f(x)$满足$f(0)=0$，且当$x>0$时，$f(x)<0$，$f'(x)<0$，$f''(x)>0$，则当$0<a<x<b$时，有（ ）. (A) $xf(x)>af(a)$ (B) $bf(b)>xf(x)$ (C) $xf(a)>af(x)$ (D) $xf(b)>bf(x)$,n,基础30讲-例6-10,*,错题,"应选 (D).
令$g(x)=xf(x)$，$x>0$，则$g'(x)=f(x)+xf'(x)<0$，$g(x)$单调减少，故当$0 < a < x < b$时，$g(b)<g(x)<g(a)$，即$bf(b)<xf(x)<af(a)$，选项 (A)，(B) 错误.
再令$h(x)=\frac{f(x)}{x}$，$x>0$，则
\begin{align*}
h'(x)&=\frac{xf'(x)-f(x)}{x^2}\\
&=\frac{xf'(x)-[f(x)-f(0)]}{x^2}=\frac{xf'(x)-f'(\xi)\cdot x}{x^2}\\
&=\frac{f'(x)-f'(\xi)}{x}>0
\end{align*}
其中$0<\xi<x$. 由$f''(x)>0$，知$f'(x)$单调增加，$f'(x)>f'(\xi)$，则$h'(x)>0$，$h(x)$单调增加，故当$0 < a < x < b$时，$h(a)<h(x)<h(b)$，即$\frac{f(a)}{a}<\frac{f(x)}{x}<\frac{f(b)}{b}$，也即$af(x)>xf(a)$，$xf(b)>bf(x)$，选项 (C) 错误，选 (D).",2026-06-19:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-12,"设函数$f(x)$在$[0,1]$上二阶可导，且$\int_{0}^{1}f(x)dx=0$，则（）。
(A) 当$f'(x)<0$时，$f\left(\frac{1}{2}\right)<0$；
(B) 当$f''(x)<0$时，$f\left(\frac{1}{2}\right)<0$；
(C) 当$f'(x)>0$时，$f\left(\frac{1}{2}\right)<0$；
(D) 当$f''(x)>0$时，$f\left(\frac{1}{2}\right)<0$",n,基础30讲-例6-12,*,错题,"\textbf{\textcolor{red}{方法一}}:
已知$f(x)$在$[0,1]$上二阶可导，则由带拉格朗日余项的泰勒公式有
\[ f(x)=f(\frac{1}{2})+f'(\frac{1}{2})(x - \frac{1}{2})+\frac{1}{2}f''(\xi)(x - \frac{1}{2})^2 \]
其中$\xi$介于$x$与$\frac{1}{2}$之间. 对上式在$[0,1]$上取积分得
\begin{align*}
\int_{0}^{1}f(x)dx&=\int_{0}^{1}f(\frac{1}{2})dx+\int_{0}^{1}f'(\frac{1}{2})(x - \frac{1}{2})dx+\frac{1}{2}\int_{0}^{1}f''(\xi)(x - \frac{1}{2})^2dx\\
&=f(\frac{1}{2})+f'(\frac{1}{2})\cdot\frac{1}{2}(x - \frac{1}{2})^2\big|_{0}^{1}+\frac{1}{2}\int_{0}^{1}f''(\xi)(x - \frac{1}{2})^2dx = 0
\end{align*}
移项整理得$f(\frac{1}{2})=-\frac{1}{2}\int_{0}^{1}f''(\xi)(x - \frac{1}{2})^2dx$.
故当$f''(x)>0$时，有$f''(\xi)>0$，则$f(\frac{1}{2})<0$. 因此选 (D).
\textbf{\textcolor{red}{方法二}}:
先写出泰勒公式$f(x)=f(\frac{1}{2})+f'(\frac{1}{2})(x - \frac{1}{2})+\frac{f''(\xi)}{2}(x - \frac{1}{2})^2$，$\xi\in(x,\frac{1}{2})\subset(0,1)$（或$(\frac{1}{2},x)$）.
若$f''(\xi)>0$，则$\frac{f''(\xi)}{2}(x - \frac{1}{2})^2\geq0$，故$f(x)\geq f(\frac{1}{2})+f'(\frac{1}{2})(x - \frac{1}{2})$.
对上式两边同时积分，在$[0,1]$上有
\[ \int_{0}^{1}f(x)dx>\int_{0}^{1}[f(\frac{1}{2})+f'(\frac{1}{2})(x - \frac{1}{2})]dx \]
故
\[ \int_{0}^{1}[f(\frac{1}{2})+f'(\frac{1}{2})(x - \frac{1}{2})]dx<0 \]
因为$\int_{0}^{1}f'(\frac{1}{2})(x - \frac{1}{2})dx = 0$，所以$\int_{0}^{1}f(\frac{1}{2})dx<0$，$f(\frac{1}{2})<0$.",2026-06-05:半对、粗心,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-15,若$3a^2 - 5b < 0$，则方程$x^5 + 2ax^3 + 3bx + 4c = 0$（ ）。(A) 无实根；(B) 有唯一实根；(C) 有三个不同实根；(D) 有五个不同实根,n,基础30讲-例6-15,*,错题,"由于$f(x)=x^5 + 2ax^3 + 3bx + 4c$是奇次多项式，故方程$f(x)=0$至少有一个实根，令$f'(x)=0$，可知双二次方程$5x^4 + 6ax^2 + 3b = 0$对应于$x^2$的判别式$\Delta = 12(3a^2 - 5b) < 0$，则方程$f'(x)=0$无实根，$f(x)$单调，所以方程$f(x)=0$有唯一实根. 故答案选 (B).
令$t = x^2$，则$5t^2 + 6at + 3b = 0$，$\Delta = 36a^2 - 60b = 12(3a^2 - 5b) < 0$",2026-05-30:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-17,已知方程$e^x = kx$有且仅有一个实根，则$k$的取值范围是\underline{\quad\quad\quad}。,y,基础30讲-例6-17,*,错题,"\textbf{\textcolor{red}{方法一}}：直接法. 令$F(x)=e^x - kx$，则$F^\prime(x)=e^x - k$，当$k < 0$时，$F^\prime(x) > 0$，$F(x)$单调增加，又$\lim_{x \to -\infty} F(x)=-\infty$，$\lim_{x \to +\infty} F(x)=+\infty$，则$F(x)=0$有且仅有一个实根；
当$k = 0$时，$F(x)=e^x$，$F(x)$恒大于$0$，显然不满足；
当$k > 0$时，令$F^\prime(x)=0$，有$x = \ln k$，则当$x \in (-\infty, \ln k)$时，$F(x)$单调减少，当$x \in (\ln k, +\infty)$时，$F(x)$单调增加，又$\lim_{x \to +\infty} F(x)=+\infty$，$\lim_{x \to -\infty} F(x)=+\infty$，则当且仅当$F(\ln k)=0$时，$F(x)=0$有且仅有一个实根，解得$k = e$.
综上，当$k = e$或$k < 0$时，方程$e^x = kx$有且仅有一个实根.
\textbf{\textcolor{red}{方法二}}：分离法. 联立方程组$\begin{cases}y = \frac{e^x}{x}\\y = k\end{cases}$，且由例5.13，可得图6 - 1.
故当$k = e$或$k < 0$时，$y = \frac{e^x}{x}$与$y = k$有且仅有一个交点，即方程$e^x = kx$有且仅有一个实根.",2026-05-28:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-18,已知方程$x^n + nx - 1 = 0$，其中$n$为正整数。证明此方程存在唯一正实根$x_n$,n,基础30讲-例6-18,*,错题,"记$f_{n}(x)=x^{n}+nx - 1$. 当$x > 0$时，$f_{n}'(x)=nx^{n - 1}+n > 0$，故$f_{n}(x)$在$[0, +\infty)$上单调增加. 由于$f_{n}(0)=-1 < 0$，$f_{n}(1)=n\geq1$，根据连续函数的零点定理知方程$x^{n}+nx - 1 = 0$存在唯一正实根$x_{n}$，且$0 < x_{n} < 1$.",2026-06-20:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-19,证明当$0<x<\frac{\pi}{2}$时，有$\sin x > \frac{2x}{\pi}$,n,基础30讲-例6-19,*,错题、不同方法,"\textbf{\textcolor{red}{方法一}}：若证$\sin x>\frac{2x}{\pi}$，即需证$\frac{\sin x}{x}>\frac{2}{\pi}$，令$f(x)=\frac{\sin x}{x},x\in(0,\frac{\pi}{2})$，则
\[
f'(x)=\frac{x\cos x - \sin x}{x^2}
\]
分母大于$0$，只需研究分子，令$g(x)=x\cos x - \sin x,x\in(0,\frac{\pi}{2})$，得$g'(x)=-x\sin x<0$，则$g(x)$单调递减，$g(x)<g(0)=0$，所以在$(0,\frac{\pi}{2})$上$f'(x)<0$，$f(x)$单调递减，$f(x)>f(\frac{\pi}{2})=\frac{2}{\pi}$，即
\[
\sin x>\frac{2x}{\pi},x\in(0,\frac{\pi}{2})
\]
\textbf{\textcolor{red}{方法二}}：设$f(x)=\sin x - \frac{2x}{\pi},x\in(0,\frac{\pi}{2})$，则
\[
f'(x)=\cos x - \frac{2}{\pi},f''(x)=-\sin x<0
\]
所以曲线$f(x)=\sin x - \frac{2x}{\pi}$在$(0,\frac{\pi}{2})$内是凸的，又$f(0)=f(\frac{\pi}{2})=0$，所以$f(x)=\sin x - \frac{2x}{\pi}>0$，即
\[
\sin x>\frac{2x}{\pi},x\in(0,\frac{\pi}{2})
\]",2026-06-16:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-20,证明：$\left( \ln \frac{1+x}{x} - \frac{1}{1+x} \right)^2 < \frac{1}{x(1+x)^2} \ (x>0)$,n,基础30讲-例6-20,*,错题,"证：只要证明当$x>0$时，$\left|\frac{\ln\frac{1 + x}{x} - \frac{1}{1 + x}}{}\right|-\frac{1}{\sqrt{x}(1 + x)}<0$即可。
令
\[
f(x)=\ln\frac{1 + x}{x}-\frac{1}{1 + x}=\ln(1 + x)-\ln x-\frac{1}{1 + x}
\]
则
\begin{align*}
f'(x)&=\frac{1}{1 + x}-\frac{1}{x}+\frac{1}{(1 + x)^2}\\
&=\frac{(1 + x)x-(1 + x)^2 + x}{x(1 + x)^2}\\
&=\frac{-1}{x(1 + x)^2}<0
\end{align*}
又$\lim_{x\to +\infty}f(x)=0$，所以$f(x)>0$。
令
\[
g(x)=\ln\frac{1 + x}{x}-\frac{1}{1 + x}-\frac{1}{\sqrt{x}(1 + x)}
\]
则
\begin{align*}
g'(x)&=\frac{1}{1 + x}-\frac{1}{x}+\frac{1}{(1 + x)^2}+\frac{\frac{1}{2\sqrt{x}}\cdot(1 + x)+\sqrt{x}}{x(1 + x)^2}\\
&=\frac{-2\sqrt{x}+1 + x + 2x}{2x^{\frac{3}{2}}(1 + x)^2}=\frac{1 + 3x - 2\sqrt{x}}{2x^{\frac{3}{2}}(1 + x)^2}
\end{align*}
再令$h(x)=1 + 3x - 2\sqrt{x}$，则$h'(x)=3-\frac{1}{\sqrt{x}}\stackrel{\text{令}}{=}0$，得$x=\frac{1}{9}$，为唯一极小值点，也即最小值点，且$h_{\min}=\frac{2}{3}>0$，故$h(x)>0$，于是$g'(x)>0$，即$g(x)$在$(0,+\infty)$上单调增加，且$\lim_{x\to +\infty}g(x)=0$，所以$g(x)<0$，证毕。",2026-06-19:错,11cm,2026-04-13
数学,基础30讲,基础30讲-例6-21,设$0 < a < b$，证明不等式$\frac{2a}{a^2+b^2} < \frac{\ln b - \ln a}{b - a} < \frac{1}{\sqrt{ab}}$,n,基础30讲-例6-21,*,错题,"先证右边的不等式.
设$\varphi(x) = \ln x - \ln a - \frac{x - a}{\sqrt{ax}}(x > a > 0)$，
因为
\begin{align*}
\varphi'(x) &= \frac{1}{x} - \frac{1}{\sqrt{a}}\left(\frac{1}{2\sqrt{x}} + \frac{a}{2x\sqrt{x}}\right) \\
&= \frac{2\sqrt{ax} - x - a}{2x\sqrt{ax}} \\
&= -\frac{(\sqrt{x} - \sqrt{a})^2}{2x\sqrt{ax}} < 0
\end{align*}
故当$x > a$时，$\varphi(x)$单调减少，又$\varphi(a) = 0$，所以当$x > a$时，$\varphi(x) < \varphi(a) = 0$，即
\[
\ln x - \ln a < \frac{x - a}{\sqrt{ax}}
\]
特别地，当$x = b > a$时，便有
\[
\ln b - \ln a < \frac{b - a}{\sqrt{ab}}
\]
即
\[
\frac{\ln b - \ln a}{b - a} < \frac{1}{\sqrt{ab}}
\]
再证左边的不等式.
设$f(x) = \ln x(x > a > 0)$，
由拉格朗日中值定理知，至少存在一点$\xi \in (a, b)$，使
\[
\frac{\ln b - \ln a}{b - a} = (\ln x)'\big|_{x = \xi} = \frac{1}{\xi}
\]
由于$0 < a < \xi < b$，且$a^2 + b^2 > 2ab$，所以$\frac{1}{\xi} > \frac{1}{b} > \frac{2a}{a^2 + b^2}$，从而有
\[
\frac{\ln b - \ln a}{b - a} = \frac{1}{\xi} > \frac{2a}{a^2 + b^2}
\]
综上，不等式$\frac{2a}{a^2 + b^2} < \frac{\ln b - \ln a}{b - a} < \frac{1}{\sqrt{ab}}$成立.","2026-06-12:错,2026-06-20:对",11cm,2026-04-13
数学,基础30讲,基础30讲-习6-3,"设实数$a_0, a_1, a_2, \dots, a_n$满足$a_0 + \frac{a_1}{2} + \frac{a_2}{3} + \dots + \frac{a_n}{n+1} = 0$。证明：方程$a_0 + a_1x + a_2x^2 + \dots + a_nx^n = 0$在$(0,1)$内至少有一个根。",n,基础30讲-习6-3,*,错题,"令$F(x) = a_0x + \frac{a_1}{2}x^2 + \frac{a_2}{3}x^3 + \cdots + \frac{a_n}{n + 1}x^{n + 1}$，$0\leq x\leq 1$，显然$F(0) = 0$，且
\[
F(1) = a_0 + \frac{a_1}{2} + \frac{a_2}{3} + \cdots + \frac{a_n}{n + 1} = 0
\]
故由罗尔定理知，存在$\xi\in(0, 1)$，使$F'(\xi) = 0$，即$a_0 + a_1\xi + a_2\xi^2 + \cdots + a_n\xi^n = 0$，故所证方程在$(0, 1)$内至少有一个根。","2026-05-19:对,2026-06-09:对",11cm,2026-04-13
